"Lng","Lat","tradeTime","activeDays","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
116.354608,39.889087,"2016-08-03",110,82,725,50460,143.68,2,2,1,2,23,"tower","2002","hardcover","steel-concrete composite",0.2,"No elevator","Five years property","No subway",10,47557
116.560906,39.879298,"2016-07-14",90,36,169,35587,47.49,1,1,1,1,4,"plate","2000","Simplicity","brick and concrete",0.5,"No elevator","No five years property","No subway",7,40471
116.154608,39.726495,"2016-06-20",67,19,199,22058,90.22,2,1,1,1,13,"plate","2008","other","steel-concrete composite",0.25,"Elevator","Five years property","No subway",5,35310
116.315445,40.074203,"2016-08-02",109,21,266,42162,63.09,1,1,1,1,34,"combination of plate and tower","2014","other","steel-concrete composite",0.667,"Elevator","No five years property","No subway",6,45536
116.118409,39.937888,"2016-08-28",135,35,253,28872,87.63,2,1,1,1,6,"plate","2006","hardcover","mixed",0.333,"No elevator","Five years property","No subway",12,38753
116.429292,40.111125,"2016-06-29",75,130,224,27438,81.64,2,1,1,1,7,"plate","1999","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",6,42786
116.373416,39.916216,"2016-09-18",156,47,825,135468,60.9,2,1,1,1,17,"tower","1990","hardcover","mixed",0.25,"Elevator","No five years property","Subway",10,146896
116.236519,39.898977,"2016-07-27",103,6,219.5,34842,63,2,1,1,1,6,"plate","1993","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",9,48277
116.427873,39.999098,"2016-07-31",107,64,578,57674,100.22,2,1,1,1,24,"tower","2002","hardcover","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,62470
116.430884,39.863405,"2016-08-12",119,95,260,35617,73,2,1,1,1,12,"combination of plate and tower","1996","Simplicity","steel-concrete composite",0.154,"Elevator","Five years property","Subway",2,49214
116.467726,40.005504,"2016-07-30",107,25,262.5,43750,60,1,1,1,1,20,"tower","2000","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,63732
116.378929,39.967071,"2016-07-19",95,17,615,100986,60.9,2,1,1,1,6,"plate","1994","hardcover","mixed",0.5,"No elevator","Five years property","No subway",10,126393
116.35699,40.093976,"2016-06-26",72,14,470,34836,134.92,3,2,1,2,6,"plate","2005","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,46280
116.488446,39.893803,"2016-08-08",115,23,1014,70417,144,3,2,1,2,16,"plate","2008","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,87366
116.475053,39.885225,"2016-06-23",69,30,258,40313,64,2,1,1,1,18,"tower","1998","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,54558
116.295141,39.843191,"2016-08-26",133,165,178,43521,40.9,1,1,1,1,6,"plate","1992","hardcover","mixed",0.2,"No elevator","Five years property","Subway",2,52097
116.458721,39.817347,"2016-06-28",74,24,438,34762,126,3,1,1,1,14,"combination of plate and tower","2001","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","No subway",4,46634
116.385168,39.900454,"2016-07-16",92,22,810,84711,95.62,3,1,1,1,17,"tower","1998","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",10,106865
116.438986,39.853197,"2016-07-02",79,35,384.6,32088,119.86,2,1,1,1,21,"combination of plate and tower","2004","Simplicity","steel-concrete composite",0.286,"Elevator","Five years property","Subway",2,48897
116.681628,39.934532,"2016-06-30",76,48,174.5,37002,47.16,1,0,1,1,14,"combination of plate and tower","2009","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",11,45887
116.433425,40.01024,"2016-06-27",73,44,860,57692,149.07,3,2,1,2,29,"tower","2003","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,74411
116.379856,40.085112,"2016-08-02",109,134,235,33945,69.23,3,1,1,1,6,"plate","1994","hardcover","mixed",0.5,"No elevator","No five years property","No subway",6,55111
116.457117,39.971046,"2016-08-11",118,208,270,47394,56.97,2,1,1,1,6,"plate","1986","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,64989
116.426734,40.066064,"2016-08-23",130,38,280,41792,67,2,1,1,1,6,"plate","1999","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,39114
116.428411,40.135623,"2016-07-07",83,96,164.5,32900,50,2,1,1,1,7,"plate","1999","hardcover","mixed",0.333,"No elevator","Five years property","No subway",6,36090
116.446047,39.964131,"2016-07-22",98,27,352.5,53056,66.44,2,1,1,1,18,"tower","1988","hardcover","steel-concrete composite",0.286,"Elevator","Five years property","Subway",7,69318
116.482231,40.009521,"2016-08-08",115,227,399.5,48407,82.53,2,1,1,1,28,"tower","1999","hardcover","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,66864
116.297475,39.839905,"2016-06-20",66,13,310,43303,71.59,1,1,1,1,30,"tower","2004","Simplicity","steel-concrete composite",0.3,"Elevator","Five years property","Subway",2,56527
116.421401,40.034126,"2016-08-17",124,24,595,47468,125.35,2,1,1,1,30,"tower","2004","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,60338
116.347797,39.976432,"2016-08-08",115,65,715,73735,96.97,3,1,1,1,27,"tower","2001","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",8,91516
116.347797,39.976432,"2016-08-15",122,6,550,92128,59.7,1,2,1,1,27,"tower","2001","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,91516
116.655952,39.893658,"2016-08-18",125,26,207,37211,55.63,1,1,1,1,15,"combination of plate and tower","2004","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","Subway",11,44842
116.312131,39.970749,"2016-07-04",80,15,432,89739,48.14,1,1,1,1,6,"plate","1993","hardcover","mixed",0.5,"No elevator","Five years property","No subway",8,90890
116.333726,39.763334,"2016-09-30",168,39,640,43399,147.47,3,2,1,2,5,"plate","2008","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","No subway",4,47318
116.513625,39.931024,"2016-06-29",75,119,403,40292,100.02,3,1,1,1,30,"tower","1999","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,57710
116.426878,39.998216,"2016-07-27",103,55,268,49731,53.89,1,1,1,1,6,"plate","2002","hardcover","mixed",0.25,"No elevator","No five years property","Subway",7,67292
116.486709,39.895879,"2016-09-10",148,18,1750,69083,253.32,5,2,1,4,10,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,78799
116.346988,40.035114,"2016-08-23",130,62,357,50424,70.8,2,1,1,1,6,"plate","1996","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",8,64316
116.441502,39.872065,"2016-07-25",101,13,300,47371,63.33,2,1,1,1,12,"combination of plate and tower","1992","Simplicity","steel-concrete composite",0.125,"Elevator","Five years property","Subway",2,60647
116.423673,39.864377,"2016-08-15",122,20,241,48756,49.43,2,1,1,1,7,"plate","1992","hardcover","mixed",0.167,"No elevator","Five years property","Subway",2,54000
116.475053,39.885225,"2016-06-30",76,55,237,36462,65,2,1,1,1,18,"tower","1998","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,54558
116.374562,40.09134,"2016-07-10",86,25,375,30082,124.66,3,2,1,2,6,"plate","2008","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,38647
116.391541,39.956199,"2016-08-23",130,18,512.8,97491,52.6,1,2,1,1,6,"plate","1992","Simplicity","mixed",0.091,"No elevator","Five years property","Subway",10,121341
116.286636,39.846655,"2016-07-29",105,150,182.2,33604,54.22,2,1,1,1,6,"plate","1992","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",2,44440
116.3434,40.083322,"2016-06-16",62,9,379,29925,126.65,3,2,1,2,6,"plate","2003","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,41560
116.338231,39.97411,"2016-08-10",117,42,590,61172,96.45,2,1,1,1,24,"tower","1999","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",8,83520
116.506186,39.943156,"2016-08-20",127,40,1850,74579,248.06,4,2,1,3,18,"plate","2008","hardcover","steel-concrete composite",1,"Elevator","Five years property","No subway",7,99502
116.330357,39.692063,"2016-07-14",90,30,395,29045,136,3,1,1,2,25,"plate","2014","other","steel-concrete composite",1,"Elevator","No five years property","Subway",4,43597
116.392113,39.979809,"2016-11-19",218,106,1745,67116,260,4,2,1,3,17,"tower","2009","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","Subway",7,84715
116.202122,39.928963,"2016-07-13",89,64,385,33342,115.47,3,2,1,1,18,"combination of plate and tower","2001","hardcover","steel-concrete composite",0.2,"Elevator","No five years property","No subway",9,46335
116.358797,40.083529,"2016-07-14",90,8,390,31500,123.81,3,2,1,1,6,"plate","2003","hardcover","brick and concrete",0.5,"No elevator","Five years property","Subway",6,42145
116.462543,39.933593,"2016-08-31",138,119,600,59601,100.67,2,1,1,1,22,"tower","Î´Öª","hardcover","steel-concrete composite",0.143,"Elevator","Five years property","Subway",7,74239
116.430129,39.975842,"2016-06-18",64,16,323,51980,62.14,2,1,1,1,6,"plate","1986","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,63914
116.391113,39.862613,"2016-08-08",115,53,219,42674,51.32,1,1,1,1,18,"tower","1998","hardcover","steel-concrete composite",0.222,"Elevator","Five years property","No subway",2,50602
116.466396,40.025745,"2016-11-04",203,38,1965,88514,222,3,2,1,3,17,"plate","2015","other","steel-concrete composite",0.5,"No elevator","No five years property","Subway",7,100806
116.476546,39.905624,"2016-10-18",186,36,540,88627,60.93,2,1,1,2,12,"combination of plate and tower","2006","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,72269
116.418802,40.010659,"2016-07-23",99,37,677,63289,106.97,2,2,1,1,30,"tower","2008","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","Subway",7,79346
116.352941,39.904679,"2016-08-25",131,72,599,92869,64.5,2,1,1,1,6,"plate","1991","hardcover","mixed",0.5,"No elevator","Five years property","No subway",10,110308
116.51152,39.901436,"2016-08-17",124,57,236.5,48305,48.96,1,0,1,1,14,"plate","2007","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","Subway",7,62702
116.350909,39.745849,"2016-06-25",71,34,152,27607,55.06,1,1,1,1,6,"plate","Î´Öª","Simplicity","brick and concrete",0.5,"No elevator","Five years property","Subway",4,38492
116.242836,40.204942,"2016-07-18",94,18,170,23944,71,2,1,1,1,6,"plate","2008","hardcover","mixed",0.333,"No elevator","No five years property","No subway",6,35150
116.439301,39.966627,"2016-08-17",124,49,445,50000,89,3,1,1,1,21,"tower","1997","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,66892
116.416462,39.864449,"2016-07-22",98,27,470,42115,111.6,2,1,1,1,17,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",2,52889
116.435128,39.927784,"2016-08-29",136,18,635,96403,65.87,2,1,1,1,6,"plate","2003","hardcover","steel-concrete composite",0.333,"No elevator","No five years property","Subway",1,103860
116.497474,39.810115,"2016-06-23",69,42,155,30268,51.21,1,1,1,1,24,"tower","2009","hardcover","steel-concrete composite",0.222,"Elevator","No five years property","Subway",3,54282
116.485616,40.006096,"2016-09-04",141,27,725,59515,121.82,3,2,1,2,26,"tower","2003","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,65597
116.51152,39.901436,"2016-08-16",123,17,550,46977,117.08,2,1,1,2,24,"combination of plate and tower","2007","other","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,62702
116.36465,39.980549,"2016-06-30",76,20,545,67568,80.66,2,1,1,1,17,"tower","2000","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,90138
116.247008,39.906426,"2016-06-21",66,14,832,40389,206,4,1,1,2,26,"combination of plate and tower","2006","Simplicity","steel-concrete composite",0.4,"Elevator","Five years property","Subway",9,64222
116.298911,39.923648,"2016-08-24",131,44,482.5,82058,58.8,2,1,1,1,16,"tower","1984","Simplicity","steel-concrete composite",0.286,"Elevator","No five years property","Subway",8,99216
116.393715,39.890661,"2016-07-08",84,1,450,83971,53.59,2,0,1,1,5,"plate","1965","Simplicity","brick and concrete",0.25,"No elevator","Five years property","Subway",10,99794
116.648422,40.137571,"2016-06-20",65,38,225,28101,80.07,2,1,1,1,5,"plate","1994","hardcover","mixed",0.5,"No elevator","Five years property","Subway",13,39215
116.503568,39.916109,"2016-08-18",124,26,790,88526,89.24,4,2,1,2,22,"tower","2009","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,83975
116.413621,40.013277,"2016-09-19",156,69,545,52154,104.5,3,1,1,2,24,"tower","2000","Simplicity","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,59366
116.370937,39.889555,"2016-08-27",133,23,472,66153,71.35,1,1,1,1,24,"tower","2005","hardcover","steel-concrete composite",0.188,"Elevator","Five years property","No subway",10,84184
116.501166,39.91891,"2016-06-15",61,11,970,50794,190.97,4,2,1,2,30,"tower","2002","Simplicity","steel-concrete composite",0.375,"Elevator","No five years property","Subway",7,65810
116.301709,39.919502,"2016-09-14",152,16,484.5,84115,57.6,2,1,1,1,6,"plate","1993","Simplicity","mixed",0.333,"No elevator","No five years property","Subway",8,83338
116.495031,39.976908,"2016-08-29",136,60,278,46334,60,1,1,1,1,25,"tower","2004","hardcover","steel-concrete composite",0.263,"Elevator","Five years property","Subway",7,61293
116.484588,40.008404,"2016-08-15",121,27,308,63769,48.3,1,1,1,1,21,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,82168
116.560906,39.879298,"2016-08-31",137,28,370,35923,103,2,2,1,2,6,"plate","2000","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",7,40471
116.670101,40.118729,"2016-07-23",99,42,215.5,24423,88.24,2,1,1,1,6,"plate","1996","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",13,34694
116.340205,39.975749,"2016-07-08",84,9,700,54709,127.95,2,2,1,1,24,"tower","1999","Simplicity","steel-concrete composite",0.5,"Elevator","Five years property","Subway",8,83717
116.200745,39.912236,"2016-08-16",122,14,212,32044,66.16,1,1,1,1,27,"tower","Î´Öª","hardcover","mixed",0.25,"Elevator","No five years property","Subway",9,43010
116.504397,39.92941,"2016-09-09",146,132,223,45051,49.5,1,1,1,1,6,"plate","1994","hardcover","mixed",0.048,"No elevator","Five years property","No subway",7,56893
116.349009,40.074638,"2016-06-25",70,23,256,43266,59.17,1,1,1,1,6,"plate","2004","hardcover","mixed",0.333,"No elevator","Five years property","Subway",6,47958
116.330345,39.984336,"2016-08-10",116,94,690,99424,69.4,2,1,1,1,12,"combination of plate and tower","1989","hardcover","steel-concrete composite",0.125,"Elevator","Five years property","Subway",8,114107
116.399275,39.958385,"2016-08-23",130,43,585,102993,56.8,3,1,1,1,5,"plate","1980","rough","mixed",0.333,"No elevator","Five years property","Subway",10,138746
116.463907,40.007017,"2016-08-23",129,34,429,52254,82.1,2,1,1,1,24,"tower","2001","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","No subway",7,59023
116.38138,40.092631,"2016-06-24",69,32,270,27087,99.68,2,1,1,1,6,"plate","2007","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","No subway",6,35386
116.383332,39.962892,"2016-07-17",93,36,560,105661,53,2,1,1,1,5,"plate","1980","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",10,128756
116.34816,39.904437,"2016-09-08",146,118,513.5,88841,57.8,2,1,1,1,6,"plate","1988","hardcover","mixed",0.5,"No elevator","No five years property","No subway",10,129351
116.391726,39.978788,"2016-07-06",82,23,448,105165,42.6,1,1,1,1,6,"plate","1989","hardcover","mixed",0.333,"No elevator","Five years property","Subway",10,121898
